Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date,District Name_Pune,Market Name_Pune,Price Range,Demand Indicator
 Local, Vegetables,909.3,1400,3000,2200,,False,False,1600,0.41313039527487505
 Local, Vegetables,1578.2,1500,4800,3150,,False,False,3300,0.5008568708346557
 Local, Vegetables,914.2,1600,3200,2400,,False,False,1600,0.3807580174927114
 Local, Vegetables,1330.6,600,1600,1100,,False,False,1000,1.2085376930063578
 Local, Vegetables,1278.3,1800,3500,2650,,False,False,1700,0.4821953979630328
 Local, Vegetables,913.6,800,2700,1750,,False,False,1900,0.5217589948600799
 Local, Vegetables,672.0,1200,3000,2100,,False,False,1800,0.31984769157544024
 Local, Vegetables,981.1,2500,4100,3300,,False,False,1600,0.2972129657679491
 Local, Vegetables,1129.3,900,3100,2000,,False,False,2200,0.564367816091954
 Local, Vegetables,1835.5,1400,2800,2100,,False,False,1400,0.8736316039980961
 Local, Vegetables,1659.9,2200,4600,3400,,False,False,2400,0.4880623346074684
 Local, Vegetables,1582.3,1400,3000,2200,,False,False,1600,0.7189004997728305
 Local, Vegetables,1271.8,1800,3500,2650,,False,False,1700,0.4797434930215013
 Local, Vegetables,1269.7,700,2100,1400,,False,False,1400,0.9062812276945039
 Local, Vegetables,1532.9,1600,3200,2400,,False,False,1600,0.638442315701791
 Local, Vegetables,969.0,1000,3100,2050,,False,False,2100,0.47245246221355436
 Local, Vegetables,1175.2,1200,3000,2100,,False,False,1800,0.5593526891956212
 Local, Vegetables,941.3,2000,6100,4050,,False,False,4100,0.23236237965934337
 Local, Vegetables,953.3,2500,6500,4500,,False,False,4000,0.21179737836036436
 Local, Vegetables,1912.6,600,1600,1100,,False,False,1000,1.737148047229791
 Local, Vegetables,828.2,1000,3000,2000,,False,False,2000,0.4138930534732634
 Local, Vegetables,712.3,1000,3100,2050,,False,False,2100,0.34729400292540225
 Local, Vegetables,777.2,3200,4800,4000,,False,False,1600,0.19425143714071483
 Local, Vegetables,1143.3,1200,3200,2200,,False,False,2000,0.5194457064970468
 Local, Vegetables,1432.4,2000,5000,3500,,False,False,3000,0.40914024564410173
 Local, Vegetables,1126.4,1400,3000,2200,,False,False,1600,0.5117673784643344
 Local, Vegetables,1589.6,2400,4000,3200,,False,False,1600,0.4965948141205873
 Local, Vegetables,1022.5,2000,4400,3200,,False,False,2400,0.31943142767885035
 Local, Vegetables,1142.2,1500,3300,2400,,False,False,1800,0.4757184506455644
 Local, Vegetables,1142.2,1500,3300,2400,,False,False,1800,0.4757184506455644
 Local, Vegetables,1038.3,600,2000,1300,,False,False,1400,0.7980784012298232
 Local, Vegetables,839.4,1000,3000,2000,,False,False,2000,0.4194902548725637
 Local, Vegetables,530.0,1500,2600,2050,,False,False,1100,0.25841053144807413
 Local, Vegetables,751.5,1200,3000,2100,,False,False,1800,0.35768681580199907
 Local, Vegetables,2101.6,500,1700,1100,,False,False,1200,1.9088101725703905
 Local, Vegetables,1718.2,600,1800,1200,,False,False,1200,1.4306411323896753
 Local, Vegetables,1304.4,500,1500,1000,,False,False,1000,1.3030969030969033
 Local, Vegetables,1128.4,3500,4900,4200,,False,False,1400,0.26860271363960964
 Local, Vegetables,1052.3,1800,3700,2750,,False,False,1900,0.38251544892766265
 Local, Vegetables,2454.4,400,1600,1000,,False,False,1200,2.451948051948052
 Local, Vegetables,2626.0,700,2100,1400,,False,False,1400,1.8743754461099216
 Local, Vegetables,1594.5,600,1800,1200,,False,False,1200,1.3276436303080765
 Local, Vegetables,985.7,2200,4500,3350,,False,False,2300,0.29415099970158165
 Local, Vegetables,849.9,3000,4500,3750,,False,False,1500,0.22657957877899226
 Local, Vegetables,951.5,1200,3100,2150,,False,False,1900,0.4423523942352394
 Local, Vegetables,251.3,1000,3000,2000,,False,False,2000,0.1255872063968016
 Local, Vegetables,1139.7,1200,3000,2100,,False,False,1800,0.5424559733460257
 Local, Vegetables,839.6,900,2500,1700,,False,False,1600,0.4935920047031158
 Local, Vegetables,1007.9,1500,2600,2050,,False,False,1100,0.49141882008776205
 Local, Vegetables,1466.7,500,1500,1000,,False,False,1000,1.4652347652347653
 Local, Vegetables,1345.6,1500,3300,2400,,False,False,1800,0.5604331528529779
 Local, Vegetables,1078.6,2000,6300,4150,,False,False,4300,0.25984100216815226
 Local, Vegetables,1105.5,1500,4500,3000,,False,False,3000,0.3683772075974675
 Local, Vegetables,1105.5,1500,4500,3000,,False,False,3000,0.3683772075974675
 Local, Vegetables,851.5,1000,3000,2000,,False,False,2000,0.4255372313843078
 Local, Vegetables,984.4,600,1600,1100,,False,False,1000,0.8940962761126249
 Local, Vegetables,513.5,1000,3100,2050,,False,False,2100,0.25036567528035103
 Local, Vegetables,624.4,2000,4400,3200,,False,False,2400,0.1950640424867229
 Local, Vegetables,1390.0,500,1700,1100,,False,False,1200,1.262488646684832
 Local, Vegetables,970.1,1300,3100,2200,,False,False,1800,0.44075420263516585
 Local, Vegetables,983.9,800,2200,1500,,False,False,1400,0.6554963357761492
 Local, Vegetables,692.1,1200,3200,2200,,False,False,2000,0.31444797819173104
 Local, Vegetables,1370.4,1800,5000,3400,,False,False,3200,0.40294031167303734
 Local, Vegetables,1892.3,700,1900,1300,,False,False,1200,1.4544965411222137
 Local, Vegetables,1084.4,600,2000,1300,,False,False,1400,0.8335126825518833
 Local, Vegetables,1263.2,500,1500,1000,,False,False,1000,1.261938061938062
 Local, Vegetables,1475.1,1000,3200,2100,,False,False,2200,0.7020942408376963
 Local, Vegetables,1270.5,1200,3000,2100,,False,False,1800,0.6047120418848168
 Local, Vegetables,688.5,2000,3800,2900,,False,False,1800,0.23733195449844882
 Local, Vegetables,655.4,3000,4300,3650,,False,False,1300,0.1795124623390852
 Local, Vegetables,1028.1,2500,4500,3500,,False,False,2000,0.29365895458440444
 Local, Vegetables,1579.1,600,1600,1100,,False,False,1000,1.4342415985467756
 Local, Vegetables,1500.0,1000,3000,2000,,False,False,2000,0.7496251874062968
 Local, Vegetables,951.0,2400,5000,3700,,False,False,2600,0.25695757903269384
 Local, Vegetables,1149.4,2500,7000,4750,,False,False,4500,0.2419280151547043
 Local, Vegetables,1450.2,2000,4200,3100,,False,False,2200,0.46765559496936476
 Local, Vegetables,775.6,2500,6500,4500,,False,False,4000,0.17231726283048213
 Local, Vegetables,1998.8,1500,3300,2400,,False,False,1800,0.8324864639733445
 Local, Vegetables,1526.4,1400,2600,2000,,False,False,1200,0.7628185907046477
 Local, Vegetables,536.8,1800,5100,3450,,False,False,3300,0.1555491161982034
 Local, Vegetables,1251.9,1600,3200,2400,,False,False,1600,0.5214077467721783
 Local, Vegetables,1384.9,1800,3500,2650,,False,False,1700,0.5224066390041494
 Local, Vegetables,1037.9,1500,3100,2300,,False,False,1600,0.451064754454585
 Local, Vegetables,1355.4,1600,6000,3600,,False,False,4400,0.37639544570952516
 Local, Vegetables,1273.0,500,1500,1000,,False,False,1000,1.2717282717282716
 Local, Vegetables,1045.6,1500,2700,2100,,False,False,1200,0.497667777248929
 Local, Vegetables,892.2,1600,5000,3300,,False,False,3400,0.2702817328082399
 Local, Vegetables,1475.3,1600,3200,2400,,False,False,1600,0.6144523115368596
 Local, Vegetables,1323.9,600,1800,1200,,False,False,1200,1.1023313905079102
 Local, Vegetables,816.5,1400,3000,2200,,False,False,1600,0.3709677419354839
 Local, Vegetables,1212.1,1200,3200,2200,,False,False,2000,0.5507042253521126
 Local, Vegetables,54.0,1500,5400,3450,,False,False,3900,0.015647638365691104
 Local, Vegetables,1024.3,3000,4800,3900,,False,False,1800,0.2625736990515252
 Local, Vegetables,1125.0,500,1500,1000,,False,False,1000,1.123876123876124
 Local, Vegetables,715.9,3500,4800,4150,,False,False,1300,0.17246446639364008
 Local, Vegetables,1194.7,600,1800,1200,,False,False,1200,0.9947543713572023
 Local, Vegetables,1636.3,800,2200,1500,,False,False,1400,1.0901399067288473
 Local, Vegetables,716.0,2000,4200,3100,,False,False,2200,0.23089326023863269
 Local, Vegetables,1607.1,1400,2500,2050,,False,False,1100,0.7835689907362262
 Local, Vegetables,1944.0,400,1600,1000,,False,False,1200,1.942057942057942
 Local, Vegetables,1786.1,500,1500,1000,,False,False,1000,1.7843156843156842
 Local, Vegetables,397.7,1400,3000,2200,,False,False,1600,0.18069059518400726
 Local, Vegetables,1024.2,3000,4400,3700,,False,False,1400,0.27673601729262365
 Local, Vegetables,1206.1,1400,3200,2300,,False,False,1800,0.5241634072142546
 Local, Vegetables,992.5,1500,3100,2300,,False,False,1600,0.4313342025206432
 Local, Vegetables,1854.0,600,2000,1300,,False,False,1400,1.4250576479631054
 Local, Vegetables,1493.2,500,1500,1000,,False,False,1000,1.4917082917082918
 Local, Vegetables,1149.3,600,2000,1300,,False,False,1400,0.8833973866256726
 Local, Vegetables,1291.7,2000,3600,2800,,False,False,1600,0.4611567297393788
 Local, Vegetables,942.2,600,1600,1050,,False,False,1000,0.8964795432921028
 Local, Vegetables,637.2,700,2500,1600,,False,False,1800,0.398001249219238
 Local, Vegetables,590.3,2900,4300,3600,,False,False,1400,0.16392668703138016
 Local, Vegetables,1115.4,1000,3200,2100,,False,False,2200,0.5308900523560209
 Local, Vegetables,561.6,2800,4200,3500,,False,False,1400,0.1604113110539846
 Local, Vegetables,1018.4,2000,7000,4500,,False,False,5000,0.2262608309264608
 Local, Vegetables,555.3,2000,3500,2750,,False,False,1500,0.20185387131952015
 Local, Vegetables,1300.0,1400,2600,2000,,False,False,1200,0.6496751624187906
 Local, Vegetables,1175.0,500,1500,1000,,False,False,1000,1.173826173826174
 Local, Vegetables,829.3,1200,3200,2200,,False,False,2000,0.376783280327124
 Local, Vegetables,1162.8,2200,6200,3700,,False,False,4000,0.31418535530937586
 Local, Vegetables,2357.6,600,1800,1200,,False,False,1200,1.963030807660283
 Local, Vegetables,1311.0,1100,3100,2100,,False,False,2000,0.623988576868158
 Local, Vegetables,884.8,2000,3500,2750,,False,False,1500,0.32162849872773536
 Local, Vegetables,813.7,1000,3000,2000,,False,False,2000,0.4066466766616692
 Local, Vegetables,772.5,3200,4500,3850,,False,False,1300,0.20059724746819008
 Local, Vegetables,1471.9,1400,2600,2000,,False,False,1200,0.7355822088955523
 Local, Vegetables,1263.0,1200,3000,2100,,False,False,1800,0.601142313184198
 Local, Vegetables,913.6,2000,4600,3300,,False,False,2600,0.2767646167827931
 Local, Vegetables,1362.3,1500,3200,2350,,False,False,1700,0.5794555508294342
 Local, Vegetables,826.3,1000,3000,2000,,False,False,2000,0.41294352823588204
 Local, Vegetables,1330.0,2500,4600,3550,,False,False,2100,0.3745423824274852
 Local, Vegetables,1289.5,2500,7000,4750,,False,False,4500,0.2714165438854978
 Local, Vegetables,1693.4,2800,4200,3500,,False,False,1400,0.48369037417880606
 Local, Vegetables,1059.5,1400,2600,2000,,False,False,1200,0.5294852573713144
 Local, Vegetables,1935.8,1400,2600,2000,,False,False,1200,0.967416291854073
 Local, Vegetables,1313.0,2000,4600,3300,,False,False,2600,0.3977582550742199
 Local, Vegetables,1849.3,1500,3000,2250,,False,False,1500,0.8215459795646379
 Local, Vegetables,743.4,2000,5000,3500,,False,False,3000,0.21233933161953727
 Local, Vegetables,950.8,2000,6500,4250,,False,False,4500,0.22366501999529523
 Local, Vegetables,1570.2,1400,2800,2100,,False,False,1400,0.7473584007615421
 Local, Vegetables,2102.2,1500,2700,2100,,False,False,1200,1.000571156592099
 Local, Vegetables,1375.8,1400,2800,2100,,False,False,1400,0.654831032841504
 Local, Vegetables,883.2,600,1600,1100,,False,False,1000,0.8021798365122617
 Local, Vegetables,280.8,1200,3000,2100,,False,False,1800,0.13365064255116613
 Local, Vegetables,1168.3,2500,7200,4850,,False,False,4700,0.24083694083694082
 Local, Vegetables,775.4,800,2600,1700,,False,False,1800,0.4558495002939447
 Local, Vegetables,1266.9,3300,4500,3900,,False,False,1200,0.324762881312484
 Local, Vegetables,1632.2,1800,4700,3250,,False,False,2900,0.502060904337127
 Local, Vegetables,760.6,2500,6500,4500,,False,False,4000,0.16898467007331705
 Local, Vegetables,1071.6,600,2000,1300,,False,False,1400,0.823674096848578
 Local, Vegetables,1266.8,1500,3200,2350,,False,False,1700,0.5388345384942578
 Local, Vegetables,874.7,1400,3000,2200,,False,False,1600,0.39741026805997276
 Local, Vegetables,1031.3,2800,4200,3500,,False,False,1400,0.2945729791488146
 Local, Vegetables,1266.9,3300,4500,3900,,False,False,1200,0.324762881312484
 Local, Vegetables,781.9,2500,4000,3250,,False,False,1500,0.24051061211934788
Local,Vegetables,116.8,600,2500,1550,2024-06-17,True,True,1900,0.07530625402965828
Local,Vegetables,133.2,2000,4000,3000,2024-06-20,True,True,2000,0.04438520493168943
Local,Vegetables,138.6,2500,5000,3750,2024-05-29,True,True,2500,0.03695014662756598
Local,Vegetables,144.0,1000,2200,1600,2024-10-21,True,True,1200,0.08994378513429106
Local,Vegetables,161.3,1000,4500,2750,2024-03-18,True,True,3500,0.058633224282079247
Local,Vegetables,170.8,1000,1600,1300,2024-10-28,True,True,600,0.1312836279784781
Local,Vegetables,179.2,600,3000,1800,2024-01-23,True,True,2400,0.09950027762354247
Local,Vegetables,196.5,500,1200,850,2025-03-15,True,True,700,0.2309048178613396
Local,Vegetables,206.4,1000,1800,1400,2024-08-01,True,True,800,0.14732334047109208
Local,Vegetables,220.5,600,2500,1550,2024-05-15,True,True,1900,0.14216634429400388
Local,Vegetables,232.3,600,1400,1000,2024-11-08,True,True,800,0.23206793206793208
Local,Vegetables,261.1,600,2000,1300,2024-10-07,True,True,1400,0.20069177555726367
Local,Vegetables,109.5,1500,6000,3750,2024-07-22,True,True,4500,0.029192215409224207
Local,Vegetables,118.7,2500,6500,4500,2024-10-02,True,True,4000,0.026371917351699622
Local,Vegetables,136.4,1000,4500,2750,2024-10-10,True,True,3500,0.04958197019265722
Local,Vegetables,165.7,1500,4500,3000,2024-08-20,True,True,3000,0.05521492835721426
Local,Vegetables,173.1,1000,3000,2000,2024-04-19,True,True,2000,0.08650674662668666
Local,Vegetables,176.6,600,1400,1000,2024-09-12,True,True,800,0.17642357642357642
Local,Vegetables,176.6,600,2000,1300,2024-12-24,True,True,1400,0.13574173712528823
Local,Vegetables,191.5,1000,2500,1750,2024-05-28,True,True,1500,0.10936607652769846
Local,Vegetables,191.6,1000,2200,1600,2024-02-27,True,True,1200,0.11967520299812617
Local,Vegetables,211.6,600,1200,900,2025-11-05,True,True,600,0.234850166481687
Local,Vegetables,217.5,600,2000,1550,2024-07-26,True,True,1400,0.1402321083172147
Local,Vegetables,222.8,1500,4500,3000,2024-08-18,True,True,3000,0.07424191936021327
Local,Vegetables,259.4,1000,1600,1300,2024-03-31,True,True,600,0.1993850883935434
Local,Vegetables,298.3,600,1400,1000,2024-01-19,True,True,800,0.298001998001998
Local,Vegetables,317.3,500,1000,750,2025-08-11,True,True,500,0.42250332889480696
Local,Vegetables,331.7,600,2000,1300,2024-01-12,True,True,1400,0.2549577248270561
Local,Vegetables,2996.0,600,1500,1050,2025-10-29,True,True,900,2.850618458610847
Local,Vegetables,0.3,4000,7000,5500,2024-09-03,True,True,3000,5.4535538992910375e-05
Local,Vegetables,99.8,600,2000,1300,2024-06-03,True,True,1400,0.07671022290545734
Local,Vegetables,108.1,1200,3500,2350,2024-07-15,True,True,2300,0.045980433857932795
Local,Vegetables,112.4,2000,6000,4000,2024-08-21,True,True,4000,0.028092976755811048
Local,Vegetables,120.8,1000,3000,2000,2024-01-20,True,True,2000,0.060369815092453774
Local,Vegetables,137.4,600,1200,900,2025-08-05,True,True,600,0.15249722530521642
Local,Vegetables,150.5,1000,2000,1500,2024-10-09,True,True,1000,0.10026648900732844
Local,Vegetables,161.7,1000,4500,2750,2024-07-31,True,True,3500,0.05877862595419847
Local,Vegetables,163.8,1000,3000,2000,2024-09-23,True,True,2000,0.08185907046476762
Local,Vegetables,177.1,1000,3500,2250,2024-11-06,True,True,2500,0.07867614393602843
Local,Vegetables,180.0,600,2500,1550,2024-02-18,True,True,1900,0.11605415860735009
Local,Vegetables,182.5,600,1200,900,2025-03-06,True,True,600,0.2025527192008879
Local,Vegetables,190.7,600,1600,1100,2024-11-12,True,True,1000,0.17320617620345138
Local,Vegetables,192.2,1000,2500,1750,2024-09-06,True,True,1500,0.10976584808680753
Local,Vegetables,194.3,600,2000,1300,2024-06-18,True,True,1400,0.1493466564181399
Local,Vegetables,198.6,1500,4000,2750,2024-12-20,True,True,2500,0.07219193020719739
Local,Vegetables,198.8,1000,2500,1750,2024-03-14,True,True,1500,0.11353512278697887
Local,Vegetables,206.6,1000,1600,1300,2024-10-24,True,True,600,0.15880092236740967
Local,Vegetables,210.0,1000,4000,2500,2024-03-27,True,True,3000,0.08396641343462614
Local,Vegetables,215.7,600,1400,1000,2024-04-21,True,True,800,0.21548451548451547
Local,Vegetables,234.8,600,1500,1050,2024-11-10,True,True,900,0.22340627973358707
Local,Vegetables,262.8,600,2000,1300,2024-01-10,True,True,1400,0.20199846272098387
Local,Vegetables,277.5,500,1400,950,2025-12-26,True,True,900,0.2917981072555205
Local,Vegetables,280.9,1000,2200,1600,2024-12-13,True,True,1200,0.17545284197376637
Local,Vegetables,281.6,600,2000,1300,2024-01-24,True,True,1400,0.21644888547271332
Local,Vegetables,283.0,600,1200,900,2025-09-25,True,True,600,0.31409544950055496
Local,Vegetables,95.7,1000,3000,2000,2024-10-16,True,True,2000,0.04782608695652174
Local,Vegetables,123.3,1000,4000,2500,2024-06-26,True,True,3000,0.04930027988804478
Local,Vegetables,133.2,2000,4000,3000,2024-10-18,True,True,2000,0.04438520493168943
Local,Vegetables,158.7,1000,4500,2750,2024-10-04,True,True,3500,0.05768811341330425
Local,Vegetables,164.6,1000,5000,3000,2024-02-19,True,True,4000,0.054848383872042654
Local,Vegetables,167.2,500,1200,850,2025-05-09,True,True,700,0.19647473560517037
Local,Vegetables,169.3,600,1400,1000,2024-12-11,True,True,800,0.16913086913086914
Local,Vegetables,171.8,600,3000,1800,2024-05-08,True,True,2400,0.09539144919489173
Local,Vegetables,172.5,600,1400,1000,2024-04-08,True,True,800,0.17232767232767232
Local,Vegetables,174.5,600,1200,900,2024-07-19,True,True,600,0.1936736958934517
Local,Vegetables,203.9,2000,6500,4250,2024-09-10,True,True,4500,0.04796518466243237
Local,Vegetables,205.7,600,2000,1300,2024-07-05,True,True,1400,0.15810914681014604
Local,Vegetables,211.2,2000,5500,3750,2024-07-29,True,True,3500,0.0563049853372434
Local,Vegetables,218.9,1000,4000,2500,2024-11-21,True,True,3000,0.08752499000399841
Local,Vegetables,252.1,1000,2500,1750,2024-09-19,True,True,1500,0.14397487150199886
Local,Vegetables,253.2,1000,3500,2250,2024-01-16,True,True,2500,0.11248334073745002
Local,Vegetables,327.3,600,1200,900,2025-01-17,True,True,600,0.3632630410654828
Local,Vegetables,350.7,500,1200,850,2025-12-08,True,True,700,0.41210340775558163
Local,Vegetables,355.9,1000,2500,1750,2024-02-03,True,True,1500,0.2032552826956025
Local,Vegetables,734.0,600,1200,900,2025-01-14,True,True,600,0.8146503884572697
Local,Vegetables,113.4,800,1500,1150,2025-06-06,True,True,700,0.09852302345786274
Local,Vegetables,123.2,1000,2800,1900,2024-12-04,True,True,1800,0.06480799579168858
Local,Vegetables,123.7,1000,3000,2000,2024-09-27,True,True,2000,0.061819090454772616
Local,Vegetables,165.4,1000,3500,2250,2024-10-23,True,True,2500,0.07347845402043536
Local,Vegetables,167.6,1500,4000,2750,2024-06-13,True,True,2500,0.0609233006179571
Local,Vegetables,170.0,1000,3500,2250,2024-04-16,True,True,2500,0.07552199022656597
Local,Vegetables,175.2,600,1200,900,2024-06-27,True,True,600,0.19445061043285236
Local,Vegetables,196.2,1500,4000,2750,2024-08-08,True,True,2500,0.071319520174482
Local,Vegetables,205.7,1000,2500,1750,2024-08-28,True,True,1500,0.1174757281553398
Local,Vegetables,213.2,600,2000,1300,2024-12-30,True,True,1400,0.1638739431206764
Local,Vegetables,223.2,500,2000,1250,2024-01-30,True,True,1500,0.17841726618705034
Local,Vegetables,229.9,600,1200,900,2025-01-28,True,True,600,0.2551609322974473
Local,Vegetables,237.6,6000,15000,10500,2025-06-14,True,True,9000,0.02262641653175888
Local,Vegetables,245.2,1500,3500,2500,2024-12-27,True,True,2000,0.09804078368652538
Local,Vegetables,257.7,600,2000,1300,2024-08-30,True,True,1400,0.1980784012298232
Local,Vegetables,261.3,1000,1600,1300,2024-07-17,True,True,600,0.2008455034588778
Local,Vegetables,58.4,3000,7500,5220,2024-06-12,True,True,4500,0.011185596628998276
Local,Vegetables,107.4,1500,4500,3000,2024-12-23,True,True,3000,0.03578807064311896
Local,Vegetables,142.7,1000,2500,1750,2024-11-18,True,True,1500,0.08149628783552255
Local,Vegetables,143.7,1000,2500,1750,2024-07-08,True,True,1500,0.08206739006282124
Local,Vegetables,158.5,1200,5500,3350,2024-08-12,True,True,4300,0.04729931363772008
Local,Vegetables,158.8,1000,2500,1750,2024-09-17,True,True,1500,0.09069103369503141
Local,Vegetables,165.0,1000,3200,2100,2024-02-24,True,True,2200,0.07853403141361257
Local,Vegetables,165.1,600,1200,900,2025-12-03,True,True,600,0.1832408435072142
Local,Vegetables,168.4,1000,3000,2000,2024-10-17,True,True,2000,0.08415792103948026
Local,Vegetables,172.5,1000,3500,2250,2024-10-01,True,True,2500,0.07663260772989783
Local,Vegetables,184.6,1500,5000,3250,2024-05-07,True,True,3500,0.056782528452783754
Local,Vegetables,188.7,600,1400,1000,2024-02-28,True,True,800,0.1885114885114885
Local,Vegetables,202.2,1000,2200,1600,2024-05-10,True,True,1200,0.12629606495940038
Local,Vegetables,204.7,600,1500,1050,2024-03-12,True,True,900,0.19476688867745004
Local,Vegetables,213.5,1000,1800,1400,2024-08-14,True,True,800,0.15239114917915775
Local,Vegetables,215.0,600,2500,1550,2024-11-15,True,True,1900,0.13862024500322373
Local,Vegetables,217.0,800,2500,1650,2024-09-13,True,True,1700,0.13143549364021806
Local,Vegetables,218.3,600,2000,1300,2024-05-23,True,True,1400,0.16779400461183705
