Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date,District Name_Pune,Market Name_Pune,Price Range,Demand Indicator
Other,Vegetables,40.2,1000,3200,2100,2024-05-20,True,True,2200,0.019133745835316518
Other,Vegetables,40.3,1000,2500,1750,2024-06-24,True,True,1500,0.023015419760137063
Other,Vegetables,41.7,1000,2500,1750,2024-08-26,True,True,1500,0.023814962878355227
Other,Vegetables,42.2,1000,2500,1750,2024-05-15,True,True,1500,0.02410051399200457
Other,Vegetables,42.6,1000,2200,1600,2024-05-30,True,True,1200,0.02660836976889444
Other,Vegetables,42.9,500,2200,1350,2024-07-18,True,True,1700,0.03175425610658771
Other,Vegetables,43.0,1500,5500,3500,2024-11-21,True,True,4000,0.01228220508426164
Other,Vegetables,43.1,1000,2500,1750,2024-06-06,True,True,1500,0.024614505996573388
Other,Vegetables,43.2,1000,2200,1600,2024-04-25,True,True,1200,0.026983135540287324
Other,Vegetables,43.3,1000,3000,2000,2024-10-17,True,True,2000,0.0216391804097951
Other,Vegetables,43.4,1000,2600,1800,2024-09-12,True,True,1600,0.024097723486951692
Other,Vegetables,43.4,1000,3000,2000,2024-09-30,True,True,2000,0.021689155422288855
Other,Vegetables,44.0,1400,3500,2450,2024-11-01,True,True,2100,0.01795185638514892
Other,Vegetables,44.4,1000,2000,1500,2024-07-23,True,True,1000,0.029580279813457695
Other,Vegetables,44.5,1000,2500,1750,2024-05-29,True,True,1500,0.02541404911479155
Other,Vegetables,44.6,1000,2500,1750,2024-07-01,True,True,1500,0.025471159337521417
Other,Vegetables,45.0,1000,2000,1500,2024-05-23,True,True,1000,0.029980013324450366
Other,Vegetables,45.6,1000,4000,2500,2024-11-12,True,True,3000,0.018232706917233107
Other,Vegetables,45.8,1000,2200,1600,2024-06-03,True,True,1200,0.028607120549656462
Other,Vegetables,46.0,1000,2500,1750,2024-06-17,True,True,1500,0.026270702455739578
Other,Vegetables,46.4,1000,2200,1600,2024-08-05,True,True,1200,0.02898188632104934
Other,Vegetables,46.5,1000,2200,1600,2024-07-17,True,True,1200,0.029044347282948156
Other,Vegetables,46.6,1000,2200,1600,2024-04-24,True,True,1200,0.02910680824484697
Other,Vegetables,46.8,1000,2500,1750,2024-06-19,True,True,1500,0.026727584237578525
Other,Vegetables,46.9,1000,2500,1750,2024-06-12,True,True,1500,0.026784694460308393
Other,Vegetables,47.0,1000,2500,1750,2024-04-29,True,True,1500,0.026841804683038265
Other,Vegetables,47.9,1000,2200,1600,2024-06-11,True,True,1200,0.029918800749531543
Other,Vegetables,47.9,1000,3500,2250,2024-10-11,True,True,2500,0.021279431363838294
Other,Vegetables,48.0,1000,2200,1600,2024-08-06,True,True,1200,0.029981261711430358
Other,Vegetables,48.4,1000,3500,2250,2024-10-14,True,True,2500,0.021501554864504665
Other,Vegetables,48.6,1000,3000,2000,2024-06-20,True,True,2000,0.024287856071964018
Other,Vegetables,49.1,1000,2500,1750,2024-05-22,True,True,1500,0.028041119360365505
Other,Vegetables,49.1,1000,3500,2250,2024-10-10,True,True,2500,0.021812527765437583
Other,Vegetables,49.1,1000,3500,2250,2024-10-23,True,True,2500,0.021812527765437583
Other,Vegetables,49.7,1000,3000,2000,2024-10-04,True,True,2000,0.024837581209395304
Other,Vegetables,49.8,1000,2000,1500,2024-09-11,True,True,1000,0.03317788141239174
Other,Vegetables,49.9,1000,3000,2000,2024-09-23,True,True,2000,0.024937531234382807
Other,Vegetables,50.0,1000,3000,2000,2024-10-02,True,True,2000,0.02498750624687656
Other,Vegetables,50.1,800,2000,1400,2024-03-27,True,True,1200,0.03576017130620985
Other,Vegetables,50.1,1000,6000,3500,2024-11-22,True,True,5000,0.0143101970865467
Other,Vegetables,50.2,1000,2000,1500,2024-09-24,True,True,1000,0.03344437041972019
Other,Vegetables,50.6,1000,2000,1500,2024-07-03,True,True,1000,0.033710859427048635
Other,Vegetables,50.6,1000,2000,1500,2024-07-16,True,True,1000,0.033710859427048635
Other,Vegetables,50.6,1000,2500,1750,2024-09-16,True,True,1500,0.028897772701313537
Other,Vegetables,51.0,1000,2200,1600,2024-05-06,True,True,1200,0.03185509056839475
Other,Vegetables,51.1,1000,2200,1600,2024-05-09,True,True,1200,0.03191755153029357
Other,Vegetables,51.1,1500,5000,3250,2024-11-19,True,True,3500,0.015718240541371886
Other,Vegetables,51.5,1000,3000,2000,2024-10-15,True,True,2000,0.02573713143428286
Other,Vegetables,51.6,1000,2500,1750,2024-09-10,True,True,1500,0.02946887492861222
Other,Vegetables,52.1,1000,2200,1600,2024-05-27,True,True,1200,0.0325421611492817
Other,Vegetables,52.1,1000,5500,3250,2024-11-17,True,True,4500,0.016025838203629652
Other,Vegetables,52.5,1000,2000,1500,2024-04-15,True,True,1000,0.03497668221185876
Other,Vegetables,52.6,1000,3000,2000,2024-10-01,True,True,2000,0.026286856571714142
Other,Vegetables,52.7,1000,3000,2000,2024-09-02,True,True,2000,0.0263368315842079
Other,Vegetables,53.5,1000,2000,1500,2024-07-24,True,True,1000,0.03564290473017988
Other,Vegetables,53.6,1000,2200,1600,2024-07-15,True,True,1200,0.033479075577763896
Other,Vegetables,53.6,1000,2200,1600,2024-05-28,True,True,1200,0.033479075577763896
Other,Vegetables,54.0,1000,2500,1750,2024-09-27,True,True,1500,0.03083952027412907
Other,Vegetables,54.7,600,2000,1300,2024-04-03,True,True,1400,0.0420445810914681
Other,Vegetables,54.9,1000,3000,2000,2024-10-18,True,True,2000,0.027436281859070464
Other,Vegetables,55.0,1000,2200,1600,2024-08-08,True,True,1200,0.034353529044347283
Other,Vegetables,55.0,1000,2500,1750,2024-05-05,True,True,1500,0.03141062250142775
Other,Vegetables,55.0,1000,2800,1900,2024-09-19,True,True,1800,0.028932140978432403
Other,Vegetables,55.1,1000,2500,1750,2024-10-13,True,True,1500,0.03146773272415763
Other,Vegetables,55.1,1000,3000,2000,2024-06-07,True,True,2000,0.02753623188405797
Other,Vegetables,55.4,1000,2000,1500,2024-04-22,True,True,1000,0.036908727514990004
Other,Vegetables,55.5,1000,2500,1750,2024-08-20,True,True,1500,0.0316961736150771
Other,Vegetables,55.7,1000,2200,1600,2024-06-13,True,True,1200,0.03479075577763898
Other,Vegetables,55.7,1000,2500,1750,2024-06-05,True,True,1500,0.03181039406053684
Other,Vegetables,55.8,600,3200,1900,2024-10-25,True,True,2600,0.029352972119936874
Other,Vegetables,56.1,1000,6000,3500,2024-11-26,True,True,5000,0.016023993144815767
Other,Vegetables,56.7,1000,2200,1600,2024-07-12,True,True,1200,0.03541536539662711
Other,Vegetables,56.9,1000,2000,1500,2024-07-22,True,True,1000,0.037908061292471686
Other,Vegetables,57.7,1000,2200,1600,2024-05-02,True,True,1200,0.03603997501561524
Other,Vegetables,57.8,800,2000,1400,2024-03-28,True,True,1200,0.04125624553890078
Other,Vegetables,58.0,1000,2500,1750,2024-06-18,True,True,1500,0.03312392918332382
Other,Vegetables,58.2,800,2200,1500,2024-07-08,True,True,1400,0.03877415056628914
Other,Vegetables,58.5,1000,3000,2000,2024-06-27,True,True,2000,0.02923538230884558
Other,Vegetables,58.8,1000,2200,1600,2024-08-13,True,True,1200,0.03672704559650219
Other,Vegetables,58.9,1200,2200,1700,2024-08-07,True,True,1000,0.034626690182245734
Other,Vegetables,59.2,1000,2000,1500,2024-04-16,True,True,1000,0.039440373084610264
Other,Vegetables,59.9,1000,2500,1750,2024-07-31,True,True,1500,0.03420902341519132
Other,Vegetables,60.1,1500,2000,1750,2024-08-29,True,True,500,0.03432324386065106
Other,Vegetables,60.3,1000,4000,2500,2024-11-08,True,True,3000,0.024110355857656935
Other,Vegetables,60.4,1000,6000,3500,2024-11-25,True,True,5000,0.01725221365324193
Other,Vegetables,60.5,1000,2500,1750,2024-09-05,True,True,1500,0.034551684751570534
Other,Vegetables,60.9,1000,2000,1500,2024-09-04,True,True,1000,0.040572951365756164
Other,Vegetables,61.0,1000,2000,1500,2024-08-01,True,True,1000,0.04063957361758828
Other,Vegetables,61.3,800,2000,1400,2024-04-08,True,True,1200,0.043754461099214846
Other,Vegetables,61.3,1000,2200,1600,2024-05-31,True,True,1200,0.038288569643972516
Other,Vegetables,61.3,1000,2500,1750,2024-08-14,True,True,1500,0.03500856653340948
Other,Vegetables,62.4,1000,3000,2000,2024-06-09,True,True,2000,0.03118440779610195
Other,Vegetables,62.6,1000,2500,1750,2024-06-25,True,True,1500,0.03575099942889777
Other,Vegetables,63.0,1000,2600,1800,2024-09-20,True,True,1600,0.03498056635202665
Other,Vegetables,63.3,1000,2200,1600,2024-05-14,True,True,1200,0.03953778888194878
Other,Vegetables,64.0,1000,4000,2500,2024-11-28,True,True,3000,0.025589764094362255
Other,Vegetables,64.1,1000,3000,2000,2024-10-20,True,True,2000,0.03203398300849575
Other,Vegetables,64.5,1000,2000,1500,2024-04-19,True,True,1000,0.04297135243171219
Other,Vegetables,64.7,800,2000,1400,2024-04-09,True,True,1200,0.04618129907209136
Other,Vegetables,65.1,1000,2200,1600,2024-05-10,True,True,1200,0.04066208619612742
Other,Vegetables,65.4,1000,2000,1500,2024-07-25,True,True,1000,0.0435709526982012
Other,Vegetables,65.4,1000,3000,2000,2024-11-10,True,True,2000,0.032683658170914544
Other,Vegetables,65.5,800,2000,1400,2024-04-01,True,True,1200,0.04675231977159172
Other,Vegetables,65.5,1000,2000,1500,2025-01-15,True,True,1000,0.043637574950033314
Other,Vegetables,65.5,1000,2000,1500,2025-02-26,True,True,1000,0.043637574950033314
Other,Vegetables,66.0,1000,2000,1500,2024-07-30,True,True,1000,0.04397068620919387
Other,Vegetables,66.2,1000,1800,1400,2024-07-26,True,True,800,0.04725196288365453
Other,Vegetables,66.3,1000,2000,1500,2024-07-04,True,True,1000,0.044170552964690205
Other,Vegetables,67.0,1000,2200,1600,2024-07-19,True,True,1200,0.04184884447220487
Other,Vegetables,67.0,1000,2500,1750,2024-08-12,True,True,1500,0.03826384922901199
Other,Vegetables,67.5,1000,2200,1600,2024-07-02,True,True,1200,0.04216114928169894
Other,Vegetables,67.6,1000,3000,2000,2024-06-28,True,True,2000,0.03378310844577711
Other,Vegetables,68.4,800,1600,1200,2024-04-04,True,True,800,0.056952539550374694
Other,Vegetables,68.4,1000,2000,1500,2024-06-02,True,True,1000,0.045569620253164564
Other,Vegetables,68.5,1000,3000,2000,2024-09-17,True,True,2000,0.03423288355822089
Other,Vegetables,68.8,500,2500,1500,2024-08-23,True,True,2000,0.045836109260493
Other,Vegetables,69.1,1000,2000,1500,2024-04-21,True,True,1000,0.046035976015989334
Other,Vegetables,69.3,1000,2200,1600,2024-07-05,True,True,1200,0.043285446595877575
Other,Vegetables,70.4,1000,3000,2000,2024-10-27,True,True,2000,0.0351824087956022
Other,Vegetables,70.5,1000,2000,1500,2024-08-02,True,True,1000,0.04696868754163891
Other,Vegetables,70.5,1000,5000,3000,2024-11-27,True,True,4000,0.0234921692769077
Other,Vegetables,70.6,1000,2200,1600,2024-05-03,True,True,1200,0.044097439100562144
Other,Vegetables,70.7,1000,2000,1500,2024-06-14,True,True,1000,0.047101932045303135
Other,Vegetables,70.8,1000,2500,1750,2024-05-17,True,True,1500,0.040434037692747
Other,Vegetables,71.3,1000,2200,1600,2024-04-26,True,True,1200,0.04453466583385384
Other,Vegetables,71.6,1000,2500,1750,2024-08-22,True,True,1500,0.040890919474585945
Other,Vegetables,72.2,1000,2000,1500,2024-05-24,True,True,1000,0.04810126582278481
Other,Vegetables,72.6,1600,3000,2300,2024-06-30,True,True,1400,0.03155149934810952
Other,Vegetables,72.7,1000,2200,1600,2024-08-09,True,True,1200,0.04540911930043723
Other,Vegetables,73.5,1000,2500,1750,2024-09-06,True,True,1500,0.04197601370645346
Other,Vegetables,73.5,1500,3200,2350,2024-10-06,True,True,1700,0.031263292216078264
Other,Vegetables,74.2,1000,2500,1750,2024-09-08,True,True,1500,0.042375785265562536
Other,Vegetables,74.8,1000,2500,1750,2025-02-05,True,True,1500,0.04271844660194175
Other,Vegetables,74.8,1000,3000,2000,2024-06-21,True,True,2000,0.03738130934532734
Other,Vegetables,74.9,600,2000,1300,2024-04-02,True,True,1400,0.05757109915449655
Other,Vegetables,75.0,1000,2500,1750,2024-09-13,True,True,1500,0.04283266704740148
Other,Vegetables,75.7,2500,6000,4250,2024-11-24,True,True,3500,0.017807574688308635
Other,Vegetables,76.5,1000,2200,1600,2024-07-11,True,True,1200,0.04778263585259213
Other,Vegetables,76.7,1000,2500,1750,2024-09-22,True,True,1500,0.04380354083380925
Other,Vegetables,77.1,500,2500,1500,2024-08-25,True,True,2000,0.05136575616255829
Other,Vegetables,77.2,1000,2500,1750,2024-05-26,True,True,1500,0.044089091947458595
Other,Vegetables,77.5,1000,2200,1600,2024-08-18,True,True,1200,0.04840724547158026
Other,Vegetables,78.0,1000,2200,1600,2024-04-28,True,True,1200,0.04871955028107433
Other,Vegetables,79.4,800,2000,1400,2024-04-14,True,True,1200,0.05667380442541042
Other,Vegetables,79.5,1500,4000,2750,2024-12-02,True,True,2500,0.028898582333696837
Other,Vegetables,79.6,400,2000,1200,2024-07-07,True,True,1600,0.06627810158201498
Other,Vegetables,80.0,1000,2500,1750,2024-08-11,True,True,1500,0.045688178183894916
Other,Vegetables,80.3,800,1500,1150,2024-03-07,True,True,700,0.06976542137271938
Other,Vegetables,80.6,1000,2200,1600,2024-07-21,True,True,1200,0.05034353529044347
Other,Vegetables,80.9,1000,3000,2000,2024-09-15,True,True,2000,0.04042978510744628
Other,Vegetables,81.0,1000,2200,1600,2024-05-12,True,True,1200,0.05059337913803873
Other,Vegetables,82.4,800,2000,1400,2024-03-20,True,True,1200,0.058815132048536764
Other,Vegetables,83.4,800,2500,1650,2024-08-28,True,True,1700,0.05051483949121745
Other,Vegetables,84.0,800,2000,1400,2024-03-21,True,True,1200,0.059957173447537475
Other,Vegetables,84.3,1000,3000,2000,2024-09-01,True,True,2000,0.04212893553223388
Other,Vegetables,84.4,1000,3000,2000,2024-06-23,True,True,2000,0.04217891054472764
Other,Vegetables,84.8,1000,3000,2000,2024-08-30,True,True,2000,0.042378810594702644
Other,Vegetables,85.1,800,2000,1400,2024-04-05,True,True,1200,0.06074232690935046
Other,Vegetables,86.0,1000,2000,1500,2024-08-16,True,True,1000,0.05729513657561625
Other,Vegetables,87.9,1000,2500,1750,2024-08-04,True,True,1500,0.050199885779554546
Other,Vegetables,88.1,1000,2000,1500,2024-03-11,True,True,1000,0.058694203864090605
Other,Vegetables,89.0,1400,3000,2200,2024-12-16,True,True,1600,0.040436165379373015
Other,Vegetables,89.4,1000,2500,1750,2024-05-19,True,True,1500,0.05105653912050257
Other,Vegetables,89.4,1000,2500,1750,2024-07-28,True,True,1500,0.05105653912050257
Other,Vegetables,91.4,1000,2000,1500,2024-07-14,True,True,1000,0.06089273817455031
Other,Vegetables,92.7,800,2000,1400,2024-03-04,True,True,1200,0.06616702355460385
Other,Vegetables,92.7,800,2000,1400,2024-03-29,True,True,1200,0.06616702355460385
Other,Vegetables,92.8,1000,2500,1750,2024-06-16,True,True,1500,0.0529982866933181
Other,Vegetables,96.0,1000,2000,1500,2024-04-07,True,True,1000,0.06395736175882745
Other,Vegetables,97.1,800,2000,1400,2024-03-18,True,True,1200,0.06930763740185582
Other,Vegetables,98.0,1000,4000,2500,2024-12-04,True,True,3000,0.039184326269492205
Other,Vegetables,98.8,800,2000,1400,2024-03-22,True,True,1200,0.07052105638829408
Other,Vegetables,100.2,800,2000,1400,2024-03-26,True,True,1200,0.0715203426124197
Other,Vegetables,101.6,600,2000,1300,2024-03-19,True,True,1400,0.07809377401998463
Other,Vegetables,101.6,800,2000,1400,2025-02-25,True,True,1200,0.07251962883654532
Other,Vegetables,102.5,800,2000,1400,2024-03-13,True,True,1200,0.07316202712348323
Other,Vegetables,105.7,1500,3000,2250,2024-12-09,True,True,1500,0.04695690804087072
Other,Vegetables,107.5,800,2000,1400,2024-03-05,True,True,1200,0.07673090649536046
Other,Vegetables,111.0,1000,3000,2000,2024-12-05,True,True,2000,0.05547226386806597
Other,Vegetables,111.9,1500,3500,2500,2024-12-06,True,True,2000,0.04474210315873651
Other,Vegetables,114.2,800,2000,1400,2024-03-14,True,True,1200,0.08151320485367594
Other,Vegetables,116.3,1000,2000,1500,2025-02-17,True,True,1000,0.07748167888074617
Other,Vegetables,116.4,800,2000,1400,2024-03-12,True,True,1200,0.08308351177730193
Other,Vegetables,119.1,1000,3000,2000,2024-12-03,True,True,2000,0.059520239880059965
Other,Vegetables,119.8,800,1600,1200,2024-03-06,True,True,800,0.09975020815986678
Other,Vegetables,122.9,800,2000,1400,2025-01-14,True,True,1200,0.08772305496074233
Other,Vegetables,122.9,1000,3000,2000,2024-12-23,True,True,2000,0.06141929035482259
Other,Vegetables,123.1,1000,2200,1600,2025-01-01,True,True,1200,0.0768894440974391
Other,Vegetables,125.2,800,2000,1400,2024-03-08,True,True,1200,0.08936473947180586
Other,Vegetables,128.0,1500,3000,2250,2024-12-10,True,True,1500,0.056863616170590846
Other,Vegetables,128.6,1000,2500,1750,2024-12-19,True,True,1500,0.07344374643061108
Other,Vegetables,130.8,1500,3500,2500,2024-12-11,True,True,2000,0.052299080367852864
Other,Vegetables,132.4,800,2500,1650,2024-03-15,True,True,1700,0.0801938219261054
Other,Vegetables,132.4,1000,2000,1500,2025-02-24,True,True,1000,0.0882078614257162
Other,Vegetables,132.9,1000,2000,1500,2025-01-29,True,True,1000,0.08854097268487675
Other,Vegetables,133.3,1000,2000,1500,2024-02-28,True,True,1000,0.0888074616922052
Other,Vegetables,134.1,1000,3000,2000,2024-03-24,True,True,2000,0.06701649175412294
Other,Vegetables,135.9,1000,2400,1700,2025-01-02,True,True,1400,0.07989417989417989
Other,Vegetables,136.8,1000,2200,1600,2024-12-30,True,True,1200,0.08544659587757653
Other,Vegetables,138.9,1000,2500,1750,2025-01-20,True,True,1500,0.07932609937178756
Other,Vegetables,139.2,1000,2500,1750,2025-02-27,True,True,1500,0.07949743003997715
Other,Vegetables,140.1,1000,2500,1750,2025-01-06,True,True,1500,0.08001142204454598
Other,Vegetables,140.2,800,2500,1650,2024-03-17,True,True,1700,0.08491823137492428
Other,Vegetables,141.0,1000,2500,1750,2025-01-17,True,True,1500,0.08052541404911479
Other,Vegetables,141.2,1000,2000,1500,2024-03-31,True,True,1000,0.09407061958694203
Other,Vegetables,141.3,1000,3000,2000,2024-12-24,True,True,2000,0.07061469265367316
Other,Vegetables,142.9,1000,3000,2000,2024-12-12,True,True,2000,0.07141429285357322
Other,Vegetables,144.5,800,2500,1650,2024-02-29,True,True,1700,0.08752271350696547
Other,Vegetables,145.1,1000,2000,1500,2025-01-21,True,True,1000,0.0966688874083944
Other,Vegetables,147.0,1000,3000,2000,2024-12-18,True,True,2000,0.0734632683658171
Other,Vegetables,148.2,1000,2800,1900,2025-01-07,True,True,1800,0.0779589689637033
Other,Vegetables,148.3,1000,2000,1500,2024-12-31,True,True,1000,0.098800799467022
Other,Vegetables,150.0,1000,2000,1500,2025-02-20,True,True,1000,0.09993337774816789
Other,Vegetables,150.2,1000,2000,1500,2025-01-16,True,True,1000,0.1000666222518321
Other,Vegetables,151.8,1000,2000,1500,2025-02-19,True,True,1000,0.10113257828114591
Other,Vegetables,156.3,1000,2500,1750,2025-01-23,True,True,1500,0.0892632781267847
Other,Vegetables,156.7,1000,2200,1600,2025-01-22,True,True,1200,0.09787632729544034
Other,Vegetables,156.8,1500,2500,2000,2024-12-13,True,True,1000,0.0783608195902049
Other,Vegetables,157.4,1000,1800,1400,2025-02-13,True,True,800,0.11234832262669522
Other,Vegetables,157.4,1000,5000,3000,2024-12-08,True,True,4000,0.05244918360546485
Other,Vegetables,160.9,1000,2000,1500,2024-12-26,True,True,1000,0.10719520319786809
Other,Vegetables,162.3,1000,2800,1900,2025-01-09,True,True,1800,0.08537611783271963
Other,Vegetables,162.7,1000,2600,1800,2025-01-03,True,True,1600,0.09033870072182121
Other,Vegetables,163.7,1000,2000,1500,2025-02-18,True,True,1000,0.10906062624916721
Other,Vegetables,164.1,1000,2000,1500,2025-01-28,True,True,1000,0.10932711525649566
Other,Vegetables,164.2,1200,2600,1900,2025-01-08,True,True,1400,0.08637559179379274
Other,Vegetables,166.6,1000,2000,1500,2025-01-30,True,True,1000,0.11099267155229846
Other,Vegetables,167.6,800,4000,2400,2024-03-01,True,True,3200,0.0698042482299042
Other,Vegetables,167.9,800,1500,1150,2024-03-03,True,True,700,0.14587315377932233
Other,Vegetables,170.7,1000,2500,1750,2024-12-25,True,True,1500,0.09748715019988577
Other,Vegetables,173.5,1000,2500,1750,2025-01-13,True,True,1500,0.0990862364363221
Other,Vegetables,176.5,1400,3200,2300,2024-12-17,True,True,1800,0.0767057800956106
Other,Vegetables,178.8,1000,2500,1750,2025-01-27,True,True,1500,0.10211307824100514
Other,Vegetables,181.2,1200,2000,1600,2025-02-04,True,True,800,0.11317926296064959
Other,Vegetables,181.7,1000,2500,1750,2024-12-20,True,True,1500,0.10376927470017132
Other,Vegetables,182.4,1000,2000,1500,2025-02-21,True,True,1000,0.12151898734177216
Other,Vegetables,185.5,800,2000,1400,2024-03-10,True,True,1200,0.13240542469664526
Other,Vegetables,187.6,1000,2000,1500,2025-02-14,True,True,1000,0.12498334443704197
Other,Vegetables,188.0,1000,1500,1250,2024-02-27,True,True,500,0.15027977617905675
Other,Vegetables,189.7,1000,2500,1750,2025-01-31,True,True,1500,0.10833809251856082
Other,Vegetables,191.6,1000,4000,2500,2024-12-22,True,True,3000,0.076609356257497
Other,Vegetables,191.8,1000,2000,1500,2025-02-06,True,True,1000,0.12778147901399067
Other,Vegetables,192.6,1000,2000,1500,2024-12-27,True,True,1000,0.12831445702864758
Other,Vegetables,193.5,1000,2000,1500,2025-01-19,True,True,1000,0.12891405729513658
Other,Vegetables,195.2,1000,2000,1500,2025-02-16,True,True,1000,0.13004663557628246
Other,Vegetables,212.9,1000,2000,1500,2025-02-23,True,True,1000,0.14183877415056628
Other,Vegetables,217.4,1000,2500,1750,2024-12-29,True,True,1500,0.12415762421473445
Other,Vegetables,222.3,1000,2000,1500,2025-02-07,True,True,1000,0.14810126582278482
Other,Vegetables,229.3,1000,2500,1750,2025-01-10,True,True,1500,0.13095374071958882
Other,Vegetables,230.4,1000,2000,1500,2025-02-02,True,True,1000,0.15349766822118588
Other,Vegetables,233.4,1000,2600,1800,2025-01-05,True,True,1600,0.12959466962798447
Other,Vegetables,245.7,1500,2000,1750,2025-01-24,True,True,500,0.14031981724728726
Other,Vegetables,450.4,1500,3000,2250,2025-01-12,True,True,1500,0.20008884940026653
Other,Vegetables,586.0,1000,2000,1500,2025-02-03,True,True,1000,0.39040639573617586
